SYMBOL	Domino	NCBI
LCA5	0.11889881	NCBIGene:167691
LCA5L	0.09314968	NCBIGene:150082
LCAT	0.39619195	NCBIGene:3931
LCE1A	0.10023431	NCBIGene:353131
LCE1B	0.0808167	NCBIGene:353132
LCE1C	0.06588221	NCBIGene:353133
LCE1D	0.13663512	NCBIGene:353134
LCE1E	0.13107695	NCBIGene:353135
LCE1F	0.06971588	NCBIGene:353137
LCE2A	0.07461735	NCBIGene:353139
LCE2B	0.06313872	NCBIGene:26239
LCE2C	0.06848356	NCBIGene:353140
LCE2D	0.06370825	NCBIGene:353141
LCE3A	0.10957937	NCBIGene:353142
LCE3B	0.11439518	NCBIGene:353143
LCE3C	0.12413291	NCBIGene:353144
LCE3D	0.10075209	NCBIGene:84648
LCE3E	0.06810298	NCBIGene:353145
LCE4A	0.08948005	NCBIGene:199834
LCE5A	0.09652933	NCBIGene:254910
LCE6A	0.10583054	NCBIGene:448835
LCK	0.9995245	NCBIGene:3932
LCLAT1	0.08129568	NCBIGene:253558
LCMT1	0.06417711	NCBIGene:51451
LCMT2	0.16179281	NCBIGene:9836
LCN1	0.17701211	NCBIGene:3933
LCN10	0.05044245	NCBIGene:414332
LCN12	0.05538606	NCBIGene:286256
LCN15	0.06059831	NCBIGene:389812
LCN2	0.05718676	NCBIGene:3934
LCN6	0.0482282	NCBIGene:158062
LCN8	0.05306907	NCBIGene:138307
LCN9	0.04880274	NCBIGene:392399
LCNL1	0.05087806	NCBIGene:401562
LCOR	0.68540658	NCBIGene:84458
LCORL	0.37974595	NCBIGene:254251
LCP1	0.82656093	NCBIGene:3936
LCP2	0.96924325	NCBIGene:3937
LCT	0.29489575	NCBIGene:3938
LCTL	0.08062635	NCBIGene:197021
LDAH	0.05370463	NCBIGene:60526
LDB1	0.94088547	NCBIGene:8861
LDB2	0.92427112	NCBIGene:9079
LDB3	0.6147862	NCBIGene:11155
LDHA	0.77856663	NCBIGene:3939
LDHAL6A	0.09943699	NCBIGene:160287
LDHAL6B	0.23680137	NCBIGene:92483
LDHB	0.19792092	NCBIGene:3945
LDHC	0.18848618	NCBIGene:3948
LDHD	0.05828073	NCBIGene:197257
LDLR	0.54446816	NCBIGene:3949
LDLRAD1	0.06907557	NCBIGene:388633
LDLRAD2	0.07791295	NCBIGene:401944
LDLRAD3	0.07528772	NCBIGene:143458
LDLRAD4	0.15923937	NCBIGene:753
LDLRAP1	0.22678966	NCBIGene:26119
LEAP2	0.04952383	NCBIGene:116842
LECT2	0.05572178	NCBIGene:3950
LEF1	0.99949655	NCBIGene:51176
LEFTY1	0.92272258	NCBIGene:10637
LEFTY2	0.71446057	NCBIGene:7044
LEKR1	0.16840643	NCBIGene:389170
LELP1	0.16041495	NCBIGene:149018
LEMD1	0.07420384	NCBIGene:93273
LEMD2	0.57689552	NCBIGene:221496
LEMD3	0.98421821	NCBIGene:23592
LENEP	0.07538281	NCBIGene:55891
LENG1	0.50566777	NCBIGene:79165
LENG8	0.20242897	NCBIGene:114823
LENG9	0.71975976	NCBIGene:94059
LEO1	0.99739132	NCBIGene:123169
LEP	0.82433138	NCBIGene:3952
LEPR	0.50290442	NCBIGene:3953
LEPROT	0.06309648	NCBIGene:54741
LEPROTL1	0.17819668	NCBIGene:23484
LETM1	0.11666287	NCBIGene:3954
LETM2	0.14971407	NCBIGene:137994
LETMD1	0.14311597	NCBIGene:25875
LEUTX	0.26207525	NCBIGene:342900
LEXM	0.1498176	NCBIGene:163747
LFNG	0.99321921	NCBIGene:3955
LGALS1	0.13736732	NCBIGene:3956
LGALS12	0.11149926	NCBIGene:85329
LGALS13	0.07116149	NCBIGene:29124
LGALS14	0.06380287	NCBIGene:56891
LGALS16	0.08372217	NCBIGene:148003
LGALS2	0.05417227	NCBIGene:3958
LGALS3	0.15122209	NCBIGene:3958
LGALS3BP	0.0801619	NCBIGene:3959
LGALS4	0.08038206	NCBIGene:3960
LGALS7	0.23320698	NCBIGene:3963
LGALS7B	0.25400481	NCBIGene:653499
LGALS8	0.06259874	NCBIGene:3964
LGALS9	0.06290018	NCBIGene:3965
LGALS9B	0.09957685	NCBIGene:654346
LGALS9C	0.3086171	NCBIGene:654346
LGALSL	0.24903857	NCBIGene:29094
LGI1	0.93823956	NCBIGene:9211
LGI2	0.13488504	NCBIGene:55203
LGI3	0.07010385	NCBIGene:203190
LGI4	0.07233397	NCBIGene:163175
LGMN	0.06254291	NCBIGene:5641
LGR4	0.88026843	NCBIGene:55366
LGR5	0.52747136	NCBIGene:8549
LGR6	0.26826934	NCBIGene:59352
LGSN	0.16557189	NCBIGene:51557
LHB	0.22310626	NCBIGene:1082
LHCGR	0.21933079	NCBIGene:3973
LHFPL2	0.17081605	NCBIGene:10184
LHFPL3	0.58772694	NCBIGene:375612
LHFPL4	0.25813682	NCBIGene:375612
LHFPL5	0.14395402	NCBIGene:222662
LHFPL6	0.23318118	NCBIGene:10186
LHPP	0.0801054	NCBIGene:64077
LHX1	0.99443967	NCBIGene:3975
LHX2	0.99999882	NCBIGene:9355
LHX3	0.68463262	NCBIGene:8022
LHX4	0.49525718	NCBIGene:89884
LHX5	0.8433277	NCBIGene:64211
LHX6	0.98789229	NCBIGene:26468
LHX8	0.89925568	NCBIGene:431707
LHX9	0.99657499	NCBIGene:56956
LIAS	0.24130042	NCBIGene:11019
LIF	0.67419115	NCBIGene:3976
LIFR	0.37714979	NCBIGene:3977
LIG1	0.0823465	NCBIGene:3978
LIG3	0.15754199	NCBIGene:3980
LIG4	0.09463635	NCBIGene:3981
LILRA1	0.10094642	NCBIGene:11024
LILRA2	0.07989837	NCBIGene:11027
LILRA4	0.07737391	NCBIGene:23547
LILRA5	0.10133809	NCBIGene:353514
LILRA6	0.08120733	NCBIGene:11025
LILRB1	0.05763306	NCBIGene:10859
LILRB2	0.05670631	NCBIGene:10288
LILRB3	0.07222055	NCBIGene:11025
LILRB4	0.08712954	NCBIGene:11006
LILRB5	0.09185517	NCBIGene:10990
LIM2	0.25351772	NCBIGene:3982
LIMA1	0.16314411	NCBIGene:51474
LIMCH1	0.59005502	NCBIGene:22998
LIMD1	0.09107171	NCBIGene:8994
LIMD2	0.06875276	NCBIGene:80774
LIME1	0.11926011	NCBIGene:54923
LIMK1	0.78205859	NCBIGene:3984
LIMK2	0.18951488	NCBIGene:3985
LIMS1	0.24242487	NCBIGene:3987
LIMS2	0.05956268	NCBIGene:55679
LIN28A	0.92094456	NCBIGene:79727
LIN28B	0.78149477	NCBIGene:389421
LIN37	0.1505455	NCBIGene:55957
LIN52	0.22852293	NCBIGene:91750
LIN54	0.34821864	NCBIGene:132660
LIN7A	0.24468888	NCBIGene:8825
LIN7B	0.63077468	NCBIGene:64130
LIN7C	0.31716882	NCBIGene:55327
LIN9	0.58804407	NCBIGene:286826
LINGO1	0.99179648	NCBIGene:84894
LINGO2	0.97759493	NCBIGene:158038
LINGO3	0.4743721	NCBIGene:645191
LINGO4	0.33653112	NCBIGene:339398
LINS1	0.10507672	NCBIGene:55180
LIPA	0.18751935	NCBIGene:1056
LIPC	0.09276763	NCBIGene:3990
LIPE	0.32179231	NCBIGene:3991
LIPF	0.07527315	NCBIGene:8513
LIPG	0.09170812	NCBIGene:9388
LIPH	0.06816823	NCBIGene:3990
LIPI	0.08980038	NCBIGene:149998
LIPJ	0.09787116	NCBIGene:142910
LIPK	0.08646228	NCBIGene:643414
LIPM	0.0681182	NCBIGene:340654
LIPN	0.16224143	NCBIGene:643418
LIPT1	0.18761477	NCBIGene:51601
LIPT2	0.12945813	NCBIGene:387787
LITAF	0.26518923	NCBIGene:9516
LIX1	0.0664411	NCBIGene:167410
LIX1L	0.13173896	NCBIGene:128077
LKAAEAR1	0.13909094	NCBIGene:198437
LLCFC1	0.15970316	NCBIGene:135927
LLGL1	0.83622166	NCBIGene:3996
LLGL2	0.38318374	NCBIGene:3993
LLPH	0.18410908	NCBIGene:84298
LMAN1	0.31024412	NCBIGene:3998
LMAN1L	0.11009617	NCBIGene:79748
LMAN2	0.05684983	NCBIGene:10960
LMAN2L	0.17052792	NCBIGene:81562
LMBR1	0.13397176	NCBIGene:64327
LMBR1L	0.08108151	NCBIGene:55716
LMBRD1	0.05893185	NCBIGene:55788
LMBRD2	0.0941081	NCBIGene:92255
LMCD1	0.15005758	NCBIGene:29995
LMF1	0.09679464	NCBIGene:64788
LMF2	0.07193616	NCBIGene:91289
LMLN	0.12052872	NCBIGene:89782
LMNA	0.99889518	NCBIGene:4000
LMNB1	0.99052533	NCBIGene:4001
LMNB2	0.71966934	NCBIGene:84823
LMNTD1	0.23722114	NCBIGene:160492
LMNTD2	0.20623885	NCBIGene:256329
LMO1	0.82469378	NCBIGene:4004
LMO2	0.95918256	NCBIGene:4005
LMO3	0.2477941	NCBIGene:55885
LMO4	0.99593492	NCBIGene:8543
LMO7	0.08464539	NCBIGene:4008
LMOD1	0.55410675	NCBIGene:25802
LMOD2	0.12017677	NCBIGene:442721
LMOD3	0.04927182	NCBIGene:56203
LMTK2	0.50629896	NCBIGene:22853
LMTK3	0.10437488	NCBIGene:114783
LMX1A	0.90594467	NCBIGene:4009
LMX1B	0.98235635	NCBIGene:4010
LNP1	0.09083806	NCBIGene:80856
LNPEP	0.48275989	NCBIGene:4012
LNPK	0.12863331	NCBIGene:80856
LNX1	0.09830281	NCBIGene:84708
LNX2	0.17455133	NCBIGene:222484
LONP1	0.4128185	NCBIGene:9361
LONP2	0.21231133	NCBIGene:83752
LONRF1	0.38625232	NCBIGene:91694
LONRF2	0.54877048	NCBIGene:164832
LOR	0.65063416	NCBIGene:4017
LOX	0.998744	NCBIGene:4015
LOXHD1	0.12658003	NCBIGene:125336
LOXL1	0.21044861	NCBIGene:4016
LOXL2	0.05569763	NCBIGene:4017
LOXL3	0.09078486	NCBIGene:84695
LOXL4	0.1366178	NCBIGene:84171
LPA	0.18778119	NCBIGene:4018
LPAR1	0.89491681	NCBIGene:1902
LPAR2	0.74446816	NCBIGene:9170
LPAR3	0.90220737	NCBIGene:23566
LPAR5	0.27803516	NCBIGene:57121
LPAR6	0.19194824	NCBIGene:10161
LPCAT1	0.10524536	NCBIGene:79888
LPCAT1	0.15928994	NCBIGene:79888
LPCAT2	0.06269225	NCBIGene:54947
LPCAT3	0.49254529	NCBIGene:10162
LPCAT4	0.35204547	NCBIGene:254531
LPGAT1	0.47970567	NCBIGene:9926
LPIN1	0.15173028	NCBIGene:23175
LPIN2	0.48522132	NCBIGene:9663
LPIN3	0.0871689	NCBIGene:64900
LPL	0.44864898	NCBIGene:4023
LPO	0.28532742	NCBIGene:4025
LPP	0.75328859	NCBIGene:4026
LPXN	0.22573167	NCBIGene:9404
LRAT	0.12120278	NCBIGene:9227
LRBA	0.14658048	NCBIGene:987
LRCH1	0.87281873	NCBIGene:23143
LRCH3	0.05963179	NCBIGene:84859
LRCH4	0.07213161	NCBIGene:4034
LRFN1	0.99066449	NCBIGene:57622
LRFN2	0.66157031	NCBIGene:57497
LRFN3	0.98744032	NCBIGene:79414
LRFN4	0.95842395	NCBIGene:78999
LRFN5	0.96605196	NCBIGene:145581
LRG1	0.85641639	NCBIGene:116844
LRGUK	0.22124869	NCBIGene:136332
LRIF1	0.06749193	NCBIGene:55791
LRIG1	0.93133173	NCBIGene:26018
LRIG2	0.50473403	NCBIGene:9860
LRIG3	0.7882337	NCBIGene:121227
LRIT1	0.66803623	NCBIGene:26103
LRIT2	0.34839482	NCBIGene:340745
LRIT3	0.52864642	NCBIGene:345193
LRMDA	0.92960744	NCBIGene:83938
LRMP	0.06651152	NCBIGene:4033
LRP1	0.99996278	NCBIGene:4035
LRP10	0.08503289	NCBIGene:4038
LRP11	0.104007	NCBIGene:84918
LRP12	0.57759848	NCBIGene:29967
LRP1B	0.84846325	NCBIGene:53353
LRP2	0.93186609	NCBIGene:4036
LRP2BP	0.2437794	NCBIGene:55805
LRP3	0.15121955	NCBIGene:4037
LRP4	0.30469878	NCBIGene:10699
LRP5	0.94566753	NCBIGene:4041
LRP5L	0.10848589	NCBIGene:91355
LRP6	0.99969012	NCBIGene:4040
LRP8	0.84657151	NCBIGene:7804
LRPAP1	0.07600782	NCBIGene:4043
LRPPRC	0.05525671	NCBIGene:10128
LRR1	0.6694293	NCBIGene:122769
LRRC1	0.24566985	NCBIGene:55227
LRRC10	0.49767079	NCBIGene:376132
LRRC10B	0.74994343	NCBIGene:390205
LRRC14	0.07681492	NCBIGene:9684
LRRC14B	0.25022749	NCBIGene:389257
LRRC15	0.77337246	NCBIGene:131578
LRRC17	0.4252052	NCBIGene:10234
LRRC18	0.54140446	NCBIGene:474354
LRRC19	0.40269215	NCBIGene:64922
LRRC2	0.21609036	NCBIGene:79442
LRRC20	0.1071174	NCBIGene:55222
LRRC23	0.05105894	NCBIGene:10233
LRRC24	0.70844284	NCBIGene:441381
LRRC25	0.4580997	NCBIGene:126364
LRRC26	0.70974282	NCBIGene:389816
LRRC27	0.08158517	NCBIGene:80313
LRRC28	0.3353281	NCBIGene:123355
LRRC29	0.093512	NCBIGene:26231
LRRC3	0.115257	NCBIGene:81543
LRRC30	0.82771784	NCBIGene:339291
LRRC31	0.06318333	NCBIGene:79782
LRRC32	0.58464179	NCBIGene:2615
LRRC34	0.06771656	NCBIGene:151827
LRRC36	0.13306696	NCBIGene:55282
LRRC37A	0.29595028	NCBIGene:9884
LRRC37A2	0.11362246	NCBIGene:474170
LRRC37A3	0.08267353	NCBIGene:374819
LRRC37B	0.49308309	NCBIGene:114659
LRRC38	0.42666647	NCBIGene:126755
LRRC39	0.11809363	NCBIGene:127495
LRRC3B	0.57220157	NCBIGene:116135
LRRC3C	0.20686282	NCBIGene:100505591
LRRC4	0.97459113	NCBIGene:64101
LRRC40	0.14320078	NCBIGene:55631
LRRC41	0.63162567	NCBIGene:10489
LRRC42	0.15538382	NCBIGene:115353
LRRC43	0.12241412	NCBIGene:254050
LRRC45	0.04959661	NCBIGene:201255
LRRC46	0.08580286	NCBIGene:90506
LRRC47	0.16623963	NCBIGene:57470
LRRC49	0.17328026	NCBIGene:54839
LRRC4B	0.90370326	NCBIGene:94030
LRRC4C	0.9992553	NCBIGene:57689
LRRC52	0.37379119	NCBIGene:440699
LRRC53	0.17709144	NCBIGene:105378803
LRRC55	0.86092118	NCBIGene:219527
LRRC56	0.08390425	NCBIGene:115399
LRRC57	0.43687116	NCBIGene:255252
LRRC58	0.58734371	NCBIGene:116064
LRRC59	0.21062117	NCBIGene:55379
LRRC6	0.07260892	NCBIGene:23639
LRRC61	0.06849785	NCBIGene:65999
LRRC63	0.26422654	NCBIGene:220416
LRRC66	0.54603219	NCBIGene:339977
LRRC69	0.30038436	NCBIGene:100130742
LRRC7	0.96466155	NCBIGene:57554
LRRC70	0.63135903	NCBIGene:100130733
LRRC71	0.06248013	NCBIGene:149499
LRRC72	0.16366086	NCBIGene:100506049
LRRC73	0.48425394	NCBIGene:221424
LRRC74A	0.05676892	NCBIGene:145497
LRRC75A	0.19659683	NCBIGene:388341
LRRC75B	0.17695704	NCBIGene:388886
LRRC8A	0.98303349	NCBIGene:56262
LRRC8B	0.87429258	NCBIGene:23507
LRRC8C	0.57789876	NCBIGene:84230
LRRC8D	0.86987785	NCBIGene:55144
LRRC8E	0.33054342	NCBIGene:80131
LRRC9	0.0480102	NCBIGene:341883
LRRCC1	0.1346311	NCBIGene:85444
LRRD1	0.71229858	NCBIGene:401387
LRRFIP1	0.15428241	NCBIGene:9208
LRRFIP2	0.0617755	NCBIGene:9209
LRRIQ1	0.05562504	NCBIGene:84125
LRRIQ3	0.0850038	NCBIGene:127255
LRRIQ4	0.2646504	NCBIGene:344657
LRRK1	0.83338646	NCBIGene:79705
LRRK2	0.86595418	NCBIGene:120892
LRRN1	0.91242236	NCBIGene:57633
LRRN2	0.59088919	NCBIGene:10446
LRRN3	0.93325648	NCBIGene:54674
LRRN4	0.76185188	NCBIGene:4034
LRRN4CL	0.17459384	NCBIGene:221091
LRRTM1	0.99600076	NCBIGene:347730
LRRTM2	0.9416718	NCBIGene:26045
LRRTM3	0.91112649	NCBIGene:347731
LRRTM4	0.96100683	NCBIGene:80059
LRSAM1	0.12508763	NCBIGene:90678
LRTM1	0.43243545	NCBIGene:57408
LRTM2	0.91855841	NCBIGene:654429
LRTOMT	0.15701746	NCBIGene:220074
LRWD1	0.39095002	NCBIGene:222229
LSAMP	0.59773045	NCBIGene:4045
LSG1	0.05561968	NCBIGene:55341
LSM1	0.99756908	NCBIGene:27257
LSM10	0.98140365	NCBIGene:84967
LSM11	0.54264309	NCBIGene:134353
LSM12	0.71361687	NCBIGene:124801
LSM14A	0.11196311	NCBIGene:26065
LSM14B	0.47708409	NCBIGene:149986
LSM2	0.93276583	NCBIGene:57819
LSM3	0.50030933	NCBIGene:27258
LSM4	0.98522415	NCBIGene:25804
LSM5	0.3574711	NCBIGene:23658
LSM6	0.98820869	NCBIGene:11157
LSM7	0.78948465	NCBIGene:51690
LSMEM1	0.07061652	NCBIGene:286006
LSMEM2	0.15245721	NCBIGene:132228
LSP1	0.07214736	NCBIGene:4046
LSR	0.0604762	NCBIGene:51599
LSS	0.09324135	NCBIGene:4047
LST1	0.05344372	NCBIGene:10599
LTA	0.59231432	NCBIGene:4049
LTA4H	0.08130833	NCBIGene:4048
LTB	0.13846801	NCBIGene:4050
LTB4R	0.68699328	NCBIGene:1241
LTB4R2	0.62467712	NCBIGene:56413
LTBP1	0.51238969	NCBIGene:4052
LTBP2	0.09342539	NCBIGene:4053
LTBP3	0.98355331	NCBIGene:4053
LTBP4	0.83725009	NCBIGene:8425
LTBR	0.80034203	NCBIGene:4055
LTC4S	0.06229141	NCBIGene:4056
LTF	0.48307394	NCBIGene:4057
LTK	0.60209439	NCBIGene:4058
LTN1	0.46838255	NCBIGene:26046
LTO1	0.11044527	NCBIGene:220064
LTV1	0.12177248	NCBIGene:84946
LUC7L	0.2056338	NCBIGene:55692
LUC7L2	0.39165024	NCBIGene:51631
LUC7L3	0.96222192	NCBIGene:51747
LUM	0.3061185	NCBIGene:4060
LURAP1	0.10431156	NCBIGene:541468
LURAP1L	0.08077786	NCBIGene:286343
LUZP1	0.0888214	NCBIGene:7798
LUZP2	0.06006439	NCBIGene:338645
LUZP6	0.25485101	NCBIGene:767558
LVRN	0.05599311	NCBIGene:206338
LXN	0.0726191	NCBIGene:56925
LY6D	0.06392673	NCBIGene:8581
LY6E	0.12490725	NCBIGene:4061
LY6G5B	0.06430668	NCBIGene:58496
LY6G5C	0.06303098	NCBIGene:80741
LY6G6C	0.06191967	NCBIGene:80740
LY6G6D	0.17443105	NCBIGene:58530
LY6G6F	0.10140459	NCBIGene:259215
LY6H	0.16410684	NCBIGene:4062
LY6K	0.06270731	NCBIGene:54742
LY75	0.06075826	NCBIGene:4065
LY86	0.07524359	NCBIGene:9450
LY9	0.19953139	NCBIGene:4063
LY96	0.22474671	NCBIGene:23643
LYAR	0.08979219	NCBIGene:55646
LYG1	0.06345547	NCBIGene:129530
LYG2	0.11045814	NCBIGene:254773
LYL1	0.69635598	NCBIGene:4066
LYN	0.99790536	NCBIGene:4067
LYNX1	0.05271441	NCBIGene:66004
LYPD1	0.20144223	NCBIGene:116372
LYPD2	0.05597069	NCBIGene:137797
LYPD3	0.23088566	NCBIGene:27076
LYPD4	0.11364679	NCBIGene:147719
LYPD5	0.10005268	NCBIGene:284348
LYPD6	0.08351694	NCBIGene:130574
LYPD6B	0.10593225	NCBIGene:130576
LYPD8	0.09389297	NCBIGene:646627
LYPLA1	0.12805331	NCBIGene:10434
LYPLA2	0.61875412	NCBIGene:11313
LYPLAL1	0.161408	NCBIGene:127018
LYRM1	0.11162666	NCBIGene:57149
LYRM2	0.07527494	NCBIGene:57226
LYRM4	0.08895169	NCBIGene:57128
LYRM7	0.06318029	NCBIGene:90624
LYRM9	0.08480351	NCBIGene:201229
LYSMD1	0.13975887	NCBIGene:388695
LYSMD2	0.09849031	NCBIGene:256586
LYSMD3	0.33359608	NCBIGene:116068
LYSMD4	0.1706665	NCBIGene:145748
LYST	0.40738047	NCBIGene:1130
LYVE1	0.37196562	NCBIGene:10894
LYZ	0.55568288	NCBIGene:4069
LYZL1	0.1391535	NCBIGene:84569
LYZL2	0.15424424	NCBIGene:119180
LYZL4	0.05569601	NCBIGene:131375
LYZL6	0.04977603	NCBIGene:57151
LZIC	0.05119404	NCBIGene:84328
LZTFL1	0.11905196	NCBIGene:54585
LZTR1	0.11381107	NCBIGene:8216
LZTS1	0.32056508	NCBIGene:11178
LZTS2	0.79273574	NCBIGene:84445
LZTS3	0.72422008	NCBIGene:9762
M1AP	0.1306771	NCBIGene:130951
M6PR	0.3833431	NCBIGene:3482
MAATS1	0.06247086	NCBIGene:89876
MAB21L1	0.42546289	NCBIGene:4081
MAB21L2	0.94823942	NCBIGene:10586
MAB21L3	0.06185358	NCBIGene:126868
MAB21L4	0.0850391	NCBIGene:79919
MACC1	0.14573241	NCBIGene:346389
MACF1	0.60451752	NCBIGene:23499
MACO1	0.79677075	NCBIGene:55219
MACROD1	0.10790378	NCBIGene:28992
MACROD2	0.09493269	NCBIGene:140733
MAD1L1	0.24002894	NCBIGene:8379
MAD2L1	0.94496558	NCBIGene:4085
MAD2L1BP	0.07911747	NCBIGene:9587
MAD2L2	0.07582882	NCBIGene:10459
MADCAM1	0.07659155	NCBIGene:8174
MADD	0.12321635	NCBIGene:8567
MAEA	0.8319197	NCBIGene:10296
MAEL	0.05110362	NCBIGene:84944
MAF	0.99705885	NCBIGene:4094
MAF1	0.52437836	NCBIGene:84232
MAFA	0.82631023	NCBIGene:10219
MAFB	0.97251179	NCBIGene:9935
MAFF	0.34319396	NCBIGene:23764
MAFG	0.98507528	NCBIGene:4097
MAFK	0.91930396	NCBIGene:7975
MAG	0.91901247	NCBIGene:4099
MAGEF1	0.22865207	NCBIGene:64110
MAGEL2	0.80182802	NCBIGene:54551
MAGI1	0.83186005	NCBIGene:9223
MAGI2	0.96390111	NCBIGene:9863
MAGI3	0.62158702	NCBIGene:260425
MAGOH	0.98103809	NCBIGene:4116
MAGOHB	0.08257897	NCBIGene:55110
MAIP1	0.08865333	NCBIGene:79568
MAJIN	0.0503882	NCBIGene:283129
MAK	0.16179171	NCBIGene:4117
MAK16	0.23115322	NCBIGene:84549
MAL	0.19180563	NCBIGene:57591
MAL2	0.28171639	NCBIGene:114569
MALL	0.13497945	NCBIGene:7851
MALRD1	0.05518549	NCBIGene:340895
MALSU1	0.23375741	NCBIGene:115416
MALT1	0.96509502	NCBIGene:10892
MAMDC2	0.08056109	NCBIGene:256691
MAMDC4	0.069742	NCBIGene:158056
MAML1	0.99779491	NCBIGene:9794
MAML2	0.99978218	NCBIGene:23373
MAML3	0.85102738	NCBIGene:55534
MAMSTR	0.10043658	NCBIGene:284358
MAN1A1	0.52876203	NCBIGene:4121
MAN1A2	0.42216814	NCBIGene:10905
MAN1B1	0.05542838	NCBIGene:11253
MAN1C1	0.09322892	NCBIGene:57134
MAN2A1	0.17115158	NCBIGene:4124
MAN2A2	0.05844201	NCBIGene:4122
MAN2B1	0.06912754	NCBIGene:4125
MAN2B2	0.08606338	NCBIGene:23324
MAN2C1	0.0976739	NCBIGene:4123
MANBA	0.05414559	NCBIGene:4126
MANBAL	0.09922632	NCBIGene:63905
MANEA	0.07246803	NCBIGene:79694
MANEAL	0.08517292	NCBIGene:149175
MANF	0.15163496	NCBIGene:7873
MANSC1	0.13773413	NCBIGene:54682
MANSC4	0.10627354	NCBIGene:100287284
MAP10	0.20324174	NCBIGene:54627
MAP1A	0.99144577	NCBIGene:4130
MAP1B	0.99748169	NCBIGene:4131
MAP1LC3A	0.5639302	NCBIGene:84557
MAP1LC3B	0.22914813	NCBIGene:81631
MAP1LC3B2	0.18928786	NCBIGene:643246
MAP1LC3C	0.08402488	NCBIGene:440738
MAP1S	0.16054328	NCBIGene:55201
MAP2	0.96892634	NCBIGene:10747
MAP2K1	0.99958226	NCBIGene:5604
MAP2K2	0.92570437	NCBIGene:5605
MAP2K3	0.18592065	NCBIGene:5606
MAP2K4	0.99961973	NCBIGene:6416
MAP2K5	0.66559754	NCBIGene:5607
MAP2K6	0.96015129	NCBIGene:5608
MAP2K7	0.99931029	NCBIGene:5609
MAP3K1	0.98402989	NCBIGene:4214
MAP3K10	0.97380206	NCBIGene:4294
MAP3K11	0.98881847	NCBIGene:4296
MAP3K12	0.87185441	NCBIGene:7786
MAP3K13	0.6594396	NCBIGene:9175
MAP3K19	0.74252084	NCBIGene:80122
MAP3K2	0.99888454	NCBIGene:10746
MAP3K20	0.07502034	NCBIGene:51776
MAP3K21	0.05993002	NCBIGene:84451
MAP3K3	0.9994307	NCBIGene:4215
MAP3K4	0.98083609	NCBIGene:4216
MAP3K5	0.99870954	NCBIGene:4217
MAP3K6	0.09556937	NCBIGene:9064
MAP3K7	0.99973945	NCBIGene:6885
MAP3K7CL	0.12828479	NCBIGene:56911
MAP3K8	0.99357064	NCBIGene:1326
MAP3K9	0.52271511	NCBIGene:4293
MAP4	0.33694505	NCBIGene:4134
MAP4K1	0.56185369	NCBIGene:11184
MAP4K2	0.08299232	NCBIGene:5871
MAP4K3	0.43344242	NCBIGene:8491
MAP4K4	0.81049535	NCBIGene:9448
MAP4K5	0.33424147	NCBIGene:11183
MAP6	0.44677415	NCBIGene:4135
MAP6D1	0.06858577	NCBIGene:79929
MAP7	0.28540094	NCBIGene:9053
MAP7D1	0.58674419	NCBIGene:55700
MAP9	0.17048501	NCBIGene:79884
MAPK1	0.99882721	NCBIGene:5594
MAPK10	0.92579728	NCBIGene:5602
MAPK11	0.94555213	NCBIGene:5600
MAPK12	0.49685554	NCBIGene:6300
MAPK13	0.27848958	NCBIGene:5603
MAPK14	0.99920929	NCBIGene:1432
MAPK15	0.32850847	NCBIGene:225689
MAPK1IP1L	0.10628096	NCBIGene:93487
MAPK3	0.95528567	NCBIGene:5595
MAPK4	0.96510315	NCBIGene:5596
MAPK6	0.97319873	NCBIGene:5597
MAPK7	0.94499087	NCBIGene:5598
MAPK8	0.99971731	NCBIGene:5599
MAPK8IP1	0.96690179	NCBIGene:9479
MAPK8IP2	0.96920829	NCBIGene:23542
MAPK8IP3	0.91037521	NCBIGene:23162
MAPK9	0.98629876	NCBIGene:5601
MAPKAP1	0.944692	NCBIGene:79109
MAPKAPK2	0.93451462	NCBIGene:9261
MAPKAPK3	0.14940856	NCBIGene:7867
MAPKAPK5	0.11975823	NCBIGene:8550
MAPKBP1	0.32714656	NCBIGene:23005
MAPRE1	0.99914649	NCBIGene:22919
MAPRE2	0.99922554	NCBIGene:10982
MAPRE3	0.99311472	NCBIGene:22924
MAPT	0.98087368	NCBIGene:4137
MARCH10	0.16490336	NCBIGene:162333
MARCH11	0.27618331	NCBIGene:441061
MARCH3	0.18086799	NCBIGene:115123
MARCH4	0.19540834	NCBIGene:57574
MARCH5	0.62738912	NCBIGene:54708
MARCH6	0.36803821	NCBIGene:10299
MARCH7	0.37258171	NCBIGene:64844
MARCH8	0.14991226	NCBIGene:220972
MARCH9	0.20897361	NCBIGene:92979
MARCKS	0.43695185	NCBIGene:4082
MARCKSL1	0.35184866	NCBIGene:65108
MARCO	0.05530659	NCBIGene:8685
MARF1	0.64841705	NCBIGene:9665
MARK1	0.83439463	NCBIGene:4139
MARK2	0.9996372	NCBIGene:2011
MARK3	0.63530583	NCBIGene:4140
MARK4	0.98631259	NCBIGene:57787
MARS	0.25848753	NCBIGene:4141
MARS2	0.52587182	NCBIGene:92935
MARVELD1	0.13228651	NCBIGene:83742
MARVELD2	0.12021608	NCBIGene:153562
MARVELD3	0.08393414	NCBIGene:91862
MAS1	0.09800851	NCBIGene:4142
MAS1L	0.10360153	NCBIGene:116511
